epoch,loss,train_acc,test_acc,wall_s
1,1.1200918535391489,0.3333333333333333,0.3333333333333333,44.24367094039917
2,1.066938481728236,0.3333333333333333,0.3333333333333333,43.50805044174194
3,1.0107262839873632,0.6666666666666666,0.6666666666666666,43.532668113708496
4,0.9575723151365916,0.6666666666666666,0.6333333333333333,43.25552439689636
5,0.9142669856548309,0.65,0.6333333333333333,43.245012283325195
6,0.8736677209536234,0.65,0.6666666666666666,43.26864528656006
7,0.8205652664105098,0.6333333333333333,0.6333333333333333,43.29076600074768
8,0.7830715507268906,0.6666666666666666,0.6,43.209874868392944
9,0.7451320399840673,0.65,0.6333333333333333,43.20457315444946
10,0.7103441536426545,0.6666666666666666,0.6666666666666666,43.202396392822266
11,0.6967940737803777,0.65,0.6333333333333333,43.30913424491882
12,0.6399312642713387,0.6333333333333333,0.6666666666666666,43.205941677093506
13,0.649378298719724,0.6666666666666666,0.6333333333333333,43.26176476478577
14,0.6215906557937463,0.6666666666666666,0.6333333333333333,43.25370979309082
15,0.6104402391860883,0.6666666666666666,0.6666666666666666,43.402324199676514
16,0.5590349574883778,0.65,0.6,43.277066707611084
17,0.5519053436815738,0.6666666666666666,0.6333333333333333,43.34426498413086
18,0.5360143230607112,0.65,0.6,43.41941213607788
19,0.567921517478923,0.65,0.6333333333333333,43.369723081588745
20,0.6126624862353007,0.6166666666666667,0.6,43.26849937438965
21,0.6394795026009281,0.6666666666666666,0.6333333333333333,43.3461377620697
22,0.6568300864348809,0.65,0.6333333333333333,43.22326993942261
23,0.522202210749189,0.6666666666666666,0.6333333333333333,43.44314908981323
24,0.5138991482555866,0.7,0.6,43.25487804412842
25,0.507228618922333,0.6333333333333333,0.6333333333333333,43.324787616729736
26,0.5028718825429678,0.65,0.6666666666666666,43.311503171920776
27,0.49961387906223537,0.6666666666666666,0.6666666666666666,43.48213338851929
28,0.49598399189611275,0.6,0.6333333333333333,43.336530685424805
29,0.49542013655106226,0.6166666666666667,0.6,43.15714955329895
30,0.4907030542691549,0.6666666666666666,0.6666666666666666,43.255035638809204
