epoch,loss,train_acc,test_acc,wall_s
1,1.1200918535391489,0.3333333333333333,0.3333333333333333,51.132118940353394
2,1.066938481728236,0.3333333333333333,0.3333333333333333,51.25547647476196
3,1.0107262839873632,0.6666666666666666,0.6666666666666666,51.73619365692139
4,0.9575723151365916,0.6666666666666666,0.6333333333333333,51.44013595581055
5,0.9142669856548309,0.65,0.6333333333333333,51.467435359954834
6,0.8736677209536234,0.65,0.6666666666666666,51.2749924659729
7,0.8205652664105098,0.6333333333333333,0.6333333333333333,51.45283579826355
8,0.7830715507268906,0.6666666666666666,0.6,51.495720624923706
9,0.7451320399840673,0.65,0.6333333333333333,51.13403272628784
10,0.7103441536426545,0.6666666666666666,0.6666666666666666,51.56782650947571
11,0.6967940737803777,0.65,0.6333333333333333,51.494871616363525
12,0.6399312642713387,0.6333333333333333,0.6666666666666666,51.69285845756531
13,0.649378298719724,0.6666666666666666,0.6333333333333333,51.48826742172241
14,0.6215906557937463,0.6666666666666666,0.6333333333333333,51.458125591278076
15,0.6104402391860883,0.6666666666666666,0.6666666666666666,51.358489990234375
16,0.5590349574883778,0.65,0.6,51.10564470291138
17,0.5519053436815738,0.6666666666666666,0.6333333333333333,51.22556138038635
18,0.5360143230607112,0.65,0.6,51.76295518875122
19,0.567921517478923,0.65,0.6333333333333333,51.26814270019531
20,0.6126624862353007,0.6166666666666667,0.6,51.33409810066223
