epoch,loss,train_acc,test_acc,wall_s
1,1.1295311272144317,0.3333333333333333,0.3333333333333333,259.57183170318604
2,1.1116296460231145,0.3333333333333333,0.3333333333333333,256.50875449180603
3,1.0357909470796585,0.65,0.6666666666666666,256.86576986312866
4,0.9864498823881149,0.6666666666666666,0.6666666666666666,256.7906198501587
5,0.9383977055549622,0.65,0.6333333333333333,256.703040599823
6,0.9168122053146363,0.65,0.6666666666666666,256.56165313720703
7,0.9152374585469564,0.6333333333333333,0.6333333333333333,255.8778154850006
8,0.8336200137933095,0.65,0.6333333333333333,256.79616260528564
9,0.842645674943924,0.5833333333333334,0.6333333333333333,256.3700053691864
10,0.7608660355210304,0.6333333333333333,0.6666666666666666,256.8052043914795
11,0.7543627748886744,0.6666666666666666,0.6333333333333333,256.03592896461487
12,0.7346049174666405,0.6666666666666666,0.6666666666666666,256.235613822937
13,0.7122698833545049,0.6,0.6333333333333333,256.35876274108887
14,0.6911877771218617,0.6666666666666666,0.6333333333333333,256.8807260990143
15,0.74035386616985,0.6,0.5666666666666667,256.79120683670044
16,0.6523013802866141,0.6666666666666666,0.6333333333333333,256.3335108757019
17,0.6484301601847012,0.6666666666666666,0.6666666666666666,256.58357787132263
18,0.6239963029821713,0.65,0.6,257.09460258483887
19,0.6198331120113532,0.6833333333333333,0.7,255.60967326164246
20,0.6341133953382572,0.6666666666666666,0.6666666666666666,256.17582654953003
